text,target
带孩子去哪旅游合适？,否
什么人不能吃附子,是
鹿茸适合什么人吃,是
你好，请问，云南旅游攻略求推荐？,否
想问下参苓白术散怎么用,是
说说参苓白术散的适应症,是
请问，微信支付限额多少,否
数字人民币怎么用！,否
Hi，全麦面包真的更健康吗,否
想问下，中秋送什么礼,否
一拳超人第三季什么时候出？,否
桂圆的功效与作用,是
今天心情不太好,否
信号不好怎么解决,否
请问白术适合什么人吃,是
鱼腥草适合什么人吃,是
说说藿香正气散的用途,是
你好，请问，什么星座最配。,否
请问，学吉他好还是钢琴，谢谢,否
八珍汤它的适用人群是啥,是
保和丸的作用是什么,是
你好，请问，豆瓣评分最高的电影。,否
爬泰山需要准备什么！,否
附子的功效与作用,是
丝绸之路的起点和终点！,否
请问，著作权怎么保护！,否
请问，港澳通行证怎么办理。,否
阿胶有副作用吗,是
你好，请问，云南旅游攻略求推荐！,否
甘草是什么药,是
想问下，冰箱除霜小妙招,否
你好，请问，公积金怎么提取！,否
介绍一下四逆散,是
过年吃什么。,否
介绍一下苏子降气汤,是
Hi，分红除权后还划算吗,否
你好，请问，车牌摇号条件！,否
iPhone和安卓怎么选？,否
请问，汽车打不着火怎么回事？,否
藏红花的药用价值,是
ETF和普通基金有什么区别,否
说说血府逐瘀汤的功效,是
垃圾分类怎么分？,否
请问，美剧入坑推荐。,否
中药和西药要间隔多久,是
狗狗拉稀吃什么药？,否
你好，请问，水逆是什么！,否
你好，请问，怎么起诉欠钱不还,否
请问麻黄汤主要治什么,是
你好请问，什么体质不能吃人参,是
知乎怎么达到高赞？,否
数据线容易坏怎么办，谢谢,否
什么人不能吃五味子,是
请问，房贷审批要多久,否
请问，外卖推荐！,否
鬼灭之刃讲了什么,否
白芍适合什么人吃,是
退休年龄是多少？,否
你好，请问，商标怎么注册！,否
防己黄芪汤主要治什么,是
想问下，风热感冒怎么判断,是
小孩不爱吃饭是脾胃不好吗，谢谢,是
请问，地球的年龄是多少？,否
中医能治好过敏性鼻炎吗,是
怎么健康地增重,否
你好，请问，年检新规定是什么？,否
你好，请问，文艺复兴是什么时候。,否
请问石斛的功效与作用,是
红枣和什么搭配效果好,是
你好，请问，房贷审批要多久？,否
你好，请问，自驾游路线推荐,否
想问下，晚饭不吃能减肥吗,否
三七有副作用吗,是
苍术有什么功效,是
肝火旺有什么症状！,是
内分泌失调中医怎么调理~,是
特斯拉和比亚迪怎么选？,否
请问，哪家火锅好吃！,否
二陈汤的组成是什么,是
日系车和德系车哪个好！,否
请问，仓鼠怎么养,否
请问，双十一什么时候开始！,否
你好请问，维生素D怎么补充,否
外卖推荐！,否
眼镜片花了怎么修复,否
求解答保和丸的作用,是
二手房过户流程！,否
什么是经络~,是
肉苁蓉有什么功效,是
女贞子的药用价值,是
什么是相对论！,否
请问，秦始皇统一六国的顺序？,否
请问，湿气重怎么自我判断,是
请问，帮我打发一下时间,否
请问，结婚证丢了怎么补办,否
你好，请问，iPad有必要买蜂窝版吗！,否
你好，请问，咒术回战好看吗！,否
什么人不能吃红花,是
鱼腥草有副作用吗,是
请问，《傅青主女科》讲什么,是
支付宝被盗刷了怎么办！,否
韩剧推荐,否
肉苁蓉的作用是什么,是
公积金贷款能贷多少！,否
能讲讲旋覆代赭汤的功效吗,是
请问，行车记录仪推荐,否
麦门冬汤它的作用是啥,是
毛坯房验房注意事项？,否
请问，什么是WebSocket,否
房贷审批要多久,否
请问，怎么投诉快递,否
怎么预防孩子近视。,否
芡实的作用是什么,是
寒凉药和温热药怎么区分,是
什么人不能吃菟丝子,是
你好，请问，鹦鹉怎么教说话？,否
你好，请问，小红书怎么涨粉,否
说说生化汤的功效,是
八珍汤的适用人群是什么,是
黑洞是怎么形成的,否
想问下，什么是通货膨胀,否
你好，请问，移动支付和现金哪个方便。,否
抖音怎么涨粉。,否
硬拉的正确姿势,否
说说生脉散的作用,是
双十一什么时候开始？,否
真武汤它的作用是啥,是
JSON和XML的区别,否
请问，什么是五险一金？,否
你好，请问，SUV和轿车哪个更实用！,否
真武汤主要治什么,是
红花的功效与作用,是
地板划痕怎么修复？,否
桑菊饮由哪些药组成,是
苍术适合什么人吃,是
你好，请问，火车票退票手续费,否
麻黄是什么药,是
空气炸锅推荐？,否
干姜泡水喝有什么好处,是
请问，快递丢了怎么赔偿。,否
什么是五险一金,否
想问下，化痰止咳吃什么中药,是
介绍一下菟丝子,是
疏肝理气的药材推荐,是
想问下，想跟你聊会天,否
阿胶的作用是什么,是
请问，第一次坐飞机要注意什么。,否
三七和什么搭配效果好,是
年检新规定是什么？,否
夏枯草的功效与作用,是
你好，请问，行车记录仪推荐？,否
请问实脾散的适应症,是
车辆保险怎么选！,否
请问，转账转错了能追回吗！,否
请问什么人不能吃山楂,是
安神助眠的药材有哪些,是
今天好冷,否
人参怎么用,是
请问，太阳系有几大行星？,否
杜仲是什么药,是
你好，请问，微信支付限额多少。,否
请问，一拳超人第三季什么时候出？,否
佩兰有副作用吗,是
你好请问，西医诊断慢性胃炎中医怎么调理,是
二陈汤主要治什么,是
请问泻白散的适应症,是
辛味药的特点~,是
你好，请问，机油多久换一次,否
你好，请问，转账转错了能追回吗,否
你好，请问，快递丢了怎么赔偿？,否
请问，小红书怎么涨粉。,否
《神农本草经》的上中下三品是什么，谢谢,是
四君子汤主要治什么,是
桑叶怎么用,是
夜间盗汗是怎么回事,是
你好，请问，光合作用的原理是什么。,否
感冒吃什么中药,是
吃粗粮好还是细粮好,否
红花是什么药,是
中医食疗原则是什么,是
你好，请问，微博热搜怎么上,否
破壁机和豆浆机哪个好,否
请问，奶茶推荐。,否
你好，吃了吗,否
茵陈蒿汤主要治什么,是
讲讲茯苓,是
Hi，《黄帝内经》主要讲了什么。,是
涩精止遗的中药有哪些,是
你好，请问，年终奖怎么扣税？,否
你好，请问，韩剧推荐！,否
你好，请问，第一次坐飞机要注意什么！,否
你好，请问，哪家火锅好吃。,否
你好，请问，明朝灭亡的原因是什么,否
请问，签证怎么办理,否
去西藏会有高原反应吗。,否
茯苓怎么用,是
二战转折点是什么战役,否
养颜美容中药,是
白羊座性格特点！,否
想问下，花洒水压小怎么办,否
介绍一下麦门冬汤,是
板蓝根的作用是什么,是
什么是卫气营血~,是
你好，请问，商标怎么注册？,否
什么是解表药,是
问一下菊花的功效,是
附近有什么好吃的。,否
想问下理中丸的用途是什么,是
请问，兔子能当宠物吗。,否
怎么考摩托车驾照。,否
你好，请问，鬼灭之刃讲了什么,否
你好，请问，海贼王完结了吗。,否
英语四六级怎么过！,否
请问，小户型怎么装修显大,否
你好请问，消息队列是什么,否
《新修本草》是什么朝代的,是
说说温胆汤的主治,是
MBA值得读吗？,否
你好，请问，装修预算怎么分配！,否
什么人不能吃枸杞,是
贷款需要什么条件？,否
丝绸之路的起点和终点,否
你好，请问，合同违约怎么赔偿！,否
请问，抖音怎么涨粉！,否
利尿通淋的药材,是
脾虚的人会有什么表现，谢谢,是
你好，请问，公司注册流程是什么！,否
讲讲枸杞,是
什么人不能吃杜仲,是
白虎汤它的组成是啥,是
肺经的引经药有哪些,是
阿胶的药用价值,是
麦门冬汤主要治什么,是
川贝母怎么用,是
猪苓汤的主治是什么,是
健脾养胃的中药有哪些，谢谢,是
口干口苦是什么原因，谢谢,是
请问，花呗额度怎么提升。,否
你好，请问，外卖推荐。,否
板蓝根和什么搭配效果好,是
你好，请问，出生证明怎么办理。,否
请问，退休年龄是多少。,否
莲子怎么用,是
皮肤干燥起皮是什么虚,是
请问，公交卡怎么充值！,否
介绍一下肉桂,是
你好，请问，防诈骗口诀是什么？,否
请问，放假去哪里旅游好,否
川芎适合什么人吃,是
想问下玉屏风散有什么功效,是
介绍一下细辛,是
京东白条怎么用。,否
抑郁症中医怎么看待和治疗？,是
请问，毛坯房验房注意事项。,否
介绍一下熟地黄,是
请问，怎么买基金,否
问一下酸枣仁的功效,是
二手房过户流程？,否
请问保和丸有什么作用,是
五味入五脏是什么意思。,是
想问下，容易感冒是什么虚。,是
请问，抖音怎么涨粉,否
肾气丸它的功效是啥,是
《汤头歌诀》是什么书，谢谢,是
请问，航班延误怎么索赔？,否
请问能讲讲苏子降气汤的功效吗,是
请问问一下厚朴的功效,是
玉竹的药用价值,是
阿莫西林是抗生素吗,否
地球的年龄是多少。,否
合同违约怎么赔偿？,否
你好，请问，数字人民币怎么用？,否
丁香柿蒂汤有什么作用,是
你好，请问，社保卡丢了怎么补办,否
请问桂枝汤主要治什么,是
请问，怎么投诉快递。,否
玉屏风散它的功效是啥,是
想问下参苓白术散它的适应症是啥,是
请问，征信花了怎么修复,否
请问，甲状腺结节中医怎么调理,是
你好，请问，京东白条怎么用。,否
你好，请问，文艺复兴是什么时候！,否
请问什么人不能吃川芎,是
请问什么人不能吃连翘,是
茵陈蒿汤有什么作用,是
Nginx怎么配置~,否
勾股定理的证明方法？,否
求解答小柴胡汤的作用,是
消食导滞用什么中药~,是
细辛的药用价值,是
想问下，针灸能治什么病，谢谢,是
请问什么人不能吃红花,是
请问天冬的药用价值,是
丹参的作用是什么,是
《药性赋》的主要内容,是
618和双十一哪个更划算。,否
你好，请问能讲讲六味地黄丸的功效吗,是
我饿了,否
你好请问，车险怎么买最划算,否
请问，微博热搜怎么上！,否
请问，韩剧推荐？,否
想问下温经汤的主治是什么,是
你好，请问，什么是相对论。,否
请问，豆瓣评分最高的电影,否
成人英语怎么学,否
你好，请问，怎么投诉快递,否
茵陈蒿汤的作用是什么,是
请问麦冬怎么用,是
请问，公众号怎么注册？,否
自驾游路线推荐,否
可以反复看的电影？,否
利尿通淋的药材！,是
桃仁有什么功效,是
请问，乙肝病毒携带者中医怎么调理,是
薄荷的药用价值,是
中药的四气五味是什么,是
你好请问，Switch和PS5买哪个,否
你好，请问，狗狗拉稀吃什么药？,否
四逆散有什么功效,是
请问，移动支付和现金哪个方便？,否
菊花有什么功效,是
请问半夏泻心汤的组成,是
请问，京东白条怎么用,否
讲讲菟丝子,是
糖醋排骨的做法！,否
请问，豆瓣评分最高的电影？,否
补中益气汤由哪些药组成,是
自动挡和手动挡哪个省油。,否
鱼腥草的功效与作用,是
居住证怎么办,否
讲讲厚朴,是
想问下能讲讲平胃散的功效吗,是
续断的作用是什么,是
你好，请问，水逆是什么。,否
温胆汤有什么主治,是
什么是ORM,否
你好，请问，微博热搜怎么上！,否
说说四君子汤的组成,是
速冻水饺什么牌子好吃！,否
什么人不能吃白芍,是
介绍一下鹿茸,是
你好，请问，如何注册商标。,否
请问，车窗贴膜什么牌子好！,否
请问，风热感冒怎么判断,是
酸枣仁怎么用,是
你好，请问，个体户怎么报税。,否
请问，电动车续航冬天打几折。,否
春节怎么过,否
厚朴的功效与作用,是
请问五味子的作用是什么,是
问一下肉桂的功效,是
补中益气汤有什么功效,是
补气血吃什么好,是
你好，请问，自动挡和手动挡哪个省油。,否
百合的作用是什么,是
请问，正当防卫的界限是什么！,否
请问附子有副作用吗,是
窦性心律不齐严重吗，谢谢,否
大黄是什么药,是
你好，请问，自驾游路线推荐。,否
你好，请问，美剧入坑推荐？,否
机械键盘轴体怎么选！,否
问一下蒲公英的功效,是
你会做什么菜,否
续断的药用价值,是
你好，请问四君子汤怎么用,是
刮痧的好处和注意事项！,是
益母草和什么搭配效果好,是
什么人不能吃山茱萸,是
桃仁的作用是什么,是
请问，机油多久换一次。,否
自动挡和手动挡哪个省油！,否
补中益气汤它的功效是啥,是
介绍一下大黄,是
请问，短信验证码泄露了怎么办？,否
问一下五味子的功效,是
人参是什么药,是
你好请问，推拿能治颈椎病吗,是
请问，全身体检包含哪些项目,否
说说二陈汤的组成,是
柴胡泡水喝有什么好处,是
桑叶适合什么人吃,是
苍术的作用是什么,是
请问，喜剧电影推荐。,否
银行卡被吞了怎么办！,否
当归怎么用,是
五苓散的作用是什么,是
你好，请问，韩剧推荐？,否
问一下天冬的功效,是
什么人不能吃佩兰,是
五苓散怎么用,是
北交所是什么,否
你好请问，同病异治是什么意思,是
介绍一下肉苁蓉,是
请问，桂林山水几月份去最好,否
二陈汤怎么用,是
你好，请问，出生证明怎么办理？,否
大黄适合什么人吃,是
葛根有副作用吗,是
求解答生脉散的作用,是
你好，请问，网上银行安全吗？,否
津液是什么,是
请问理中丸怎么用,是
鱼腥草怎么用,是
请问半夏泻心汤怎么用,是
半夏泻心汤由哪些药组成,是
酒店怎么订最便宜。,否
请问，降噪耳机推荐？,否
请问，公摊面积怎么算,否
请问，兔子能当宠物吗！,否
山楂怎么用,是
请问，WiFi6和WiFi5区别大吗？,否
小儿夜啼是什么原因,是
想问下，祛风除湿的药材,是
行车记录仪推荐。,否
玉竹的功效与作用,是
请问，苹果手表值得买吗。,否
请问，一拳超人第三季什么时候出,否
请问，奶茶推荐？,否
云计算是什么意思。,否
黄芩和什么搭配效果好,是
薏米是什么药,是
请问，网上银行安全吗。,否
天冬怎么用,是
后背长痘是湿气重吗,是
抑郁症中医怎么看待和治疗,是
什么人不能吃淫羊藿,是
你好，请问，西安兵马俑值得看吗？,否
Hi，你家在哪里,否
乌龟怎么养才不臭？,否
何首乌的药用价值,是
天冬适合什么人吃,是
请问问一下桃仁的功效,是
请问酸枣仁是什么药,是
你好，请问，支付宝被盗刷了怎么办？,否
今年有什么好看的国产剧,否
结婚证丢了怎么补办。,否
iPhone和安卓怎么选。,否
你好，请问，一拳超人第三季什么时候出。,否
讲讲白术,是
请问，失业金怎么领取？,否
介绍一下茯苓,是
Hi，近视和老花能同时存在吗,否
请问，光合作用的原理是什么,否
问一下决明子的功效,是
黄金怎么投资！,否
请问板蓝根的作用是什么,是
请问十全大补汤的成分,是
跟团游和自由行哪个好！,否
公交卡怎么充值,否
你好，请问求解答实脾散的适应症,是
Hi，什么是T+0和T+1,否
滋阴润肺吃什么药,是
你好，孩子不爱学习怎么办,否
止血药怎么分类！,是
安宫牛黄丸的用途是什么,是
降压药和中药能一起吃吗！,是
当归补血汤由哪些药组成,是
杜仲适合什么人吃,是
天麻的作用是什么,是
自动挡和手动挡哪个省油？,否
连翘是什么药,是
你好，请问，显示器和电视当显示器哪个好？,否
说说八珍汤的适用人群,是
什么人不能吃桃仁,是
你好，请问归脾汤主要治什么,是
求解答五苓散的作用,是
你好，请问，咒术回战好看吗,否
枸杞有什么功效,是
请问讲讲佩兰,是
说说独活寄生汤的用途,是
汽车打不着火怎么回事！,否
健脾养胃的中药有哪些,是
怎么学好英语口语,否
请问，哪家火锅好吃？,否
想问下，抽油烟机怎么选,否
白术怎么用,是
最近怎么样，谢谢,否
你好，请问，B站怎么投币。,否
止嗽散主要治什么,是
国家电网怎么进，谢谢,否
独活寄生汤的用途是什么,是
苍术是什么药,是
请问，身份证过期了怎么换。,否
请问，什么是五险一金,否
逍遥丸的功效是什么,是
十全大补汤它的成分是啥,是
你好，请问，垃圾分类怎么分！,否
你好，请问，恐怖片推荐。,否
半夏泻心汤有什么组成,是
红花有副作用吗,是
陈皮的药用价值,是
10万左右买什么车好！,否
求解答苓桂术甘汤的功效,是
什么是服务端渲染,否
请问，出生证明怎么办理,否
理中丸由哪些药组成,是
说说银翘散的主治,是
鹿茸有什么功效,是
能讲讲理中丸的用途吗,是
白术有副作用吗,是
想问下玉屏风散主要治什么,是
桂圆有什么功效,是
你好，请问，公积金贷款能贷多少,否
问一下当归的功效,是
车牌摇号条件。,否
你好，请问，什么是量子力学？,否
白芍和什么搭配效果好,是
海贼王完结了吗。,否
Hi，什么是WebSocket，谢谢,否
请问，光合作用的原理是什么？,否
熟地黄的药用价值,是
苹果手表值得买吗。,否
干姜的作用是什么,是
讲讲肉苁蓉,是
请问，黑洞是怎么形成的,否
推荐一首好听的歌。,否
请问问一下麦冬的功效,是
怎么投诉快递！,否
夏天怎么养心,是
想问下生脉散的作用是什么,是
请问，张家界和黄山哪个好玩！,否
银行卡被吞了怎么办。,否
你好，请问，个体户怎么报税？,否
想问下麻黄汤的适应症是什么,是
你有什么爱好,否
问一下白术的功效,是
教师资格证怎么备考,否
想问下炙甘草汤的功效是什么,是
求解答温经汤的主治,是
如何提升阳气,是
元素周期表有多少个元素！,否
请问，养胃吃什么,是
请问，外卖超时怎么投诉！,否
转基因食品能吃吗？,否
请问，小户型怎么装修显大！,否
沙发材质哪种耐用,否
请问说说桂枝茯苓丸的用途,是
你好，请问，身份证过期了怎么换？,否
如何成为一名架构师？,否
求解答半夏厚朴汤的适应症,是
你好请问，专注力怎么培养,否
你好，请问，DNA双螺旋结构谁发现的,否
想问下，腺样体肥大必须手术吗,否
讲讲黄芩,是
麦冬有什么功效,是
请问，狗狗拉稀吃什么药。,否
碳水化合物该不该戒,否
怎么抢到演唱会的票,否
你好，请问，混动和纯电怎么选,否
天王补心丹有什么作用,是
悬疑剧推荐？,否
黄精怎么用,是
西安兵马俑值得看吗？,否
肾虚有什么症状表现,是
你好，请问，出生证明怎么办理！,否
益生菌吃了有用吗,否
芡实适合什么人吃,是
你好，请问归脾汤有什么适应症,是
白带异常中医怎么说,是
请问，轮胎多久换一次。,否
手机电池不耐用怎么办。,否
四逆散怎么用,是
请问，国企和私企怎么选！,否
想问下介绍一下清胃散,是
请问求解答导赤散的功效,是
你好，请问，什么是五险一金！,否
NBA总冠军是谁,否
酸枣仁汤由哪些药组成,是
请问茯苓适合什么人吃,是
你好，请问，公摊面积怎么算？,否
说说十全大补汤的成分,是
糖尿病中医可以辅助治疗吗,是
大承气汤的作用是什么,是
说说半夏厚朴汤的适应症,是
你好，请问，三国时期有哪些著名战役,否
宫崎骏最经典的电影。,否
蒲公英怎么用,是
专注力怎么培养,否
蛋白粉伤肾吗,否
取快递要带什么。,否
ETC怎么办理。,否
肉桂泡水喝有什么好处,是
机油多久换一次,否
专升本后考研可以吗,否
墙面发霉怎么处理。,否
请问，日系车和德系车哪个好。,否
五味子怎么用,是
你好，牛皮癣中医有什么好办法,是
仓鼠怎么养！,否
DNA双螺旋结构谁发现的,否
学钢琴影响学习吗,否
什么人不能吃天冬,是
身份证过期了怎么换,否
你好，请问，SUV和轿车哪个更实用？,否
《黄帝内经》主要讲了什么！,是
苍术有副作用吗,是
小红书怎么涨粉！,否
请问薄荷有副作用吗,是
吃鸡蛋一天最多几个,否
你好，什么是熔断降级,否
请问问一下熟地黄的功效,是
Python和Java哪个好,否
想问下越鞠丸怎么用,是
发烧中医怎么退烧,是
请问，混动和纯电怎么选！,否
黄精的药用价值,是
Hi，小孩不爱吃饭是脾胃不好吗,是
知乎怎么达到高赞！,否
想问下真武汤的组成是什么,是
你好，请问，正当防卫的界限是什么,否
沙参适合什么人吃,是
护照过期了怎么换？,否
糖尿病怎么控制血糖,否
请问，公司注册流程是什么？,否
请问，今天吃什么,否
问一下沙参的功效,是
天麻和什么搭配效果好,是
多囊卵巢中医调理方案,是
你好，请问补中益气汤怎么用,是
军队文职值得考吗！,否
可以反复看的电影！,否
玉屏风散由哪些药组成,是
介绍一下归脾汤,是
乳腺增生中医怎么治,是
月经有血块正常吗,是
什么人不能吃柴胡,是
能讲讲安宫牛黄丸的用途吗,是
你好，请问，数字人民币怎么用,否
你好，请问，降噪耳机推荐,否
你好，请问，信号不好怎么解决？,否
洗牙多久一次比较好,否
你好，请问，二手房过户流程,否
白带异常中医怎么说？,是
桑叶是什么药,是
乒乓球怎么练好发球。,否
续断泡水喝有什么好处,是
请问，最低还款会影响征信吗？,否
请问，可以反复看的电影,否
请问，狗狗拉稀吃什么药？,否
《医学衷中参西录》的作者是谁！,是
请问鹿茸的药用价值,是
介绍一下杜仲,是
问一下三七的功效,是
天冬有副作用吗,是
止血药怎么分类，谢谢,是
请问，什么星座最配？,否
你好，请问，火影忍者值得看吗！,否
间歇性断食科学吗？,否
请问，B站怎么投币,否
川芎是什么药,是
冬虫夏草是什么药,是
正当防卫的界限是什么,否
外面打雷了,否
丹参适合什么人吃,是
狂犬疫苗怎么打？,否
厚朴有什么功效,是
你好，请问，白羊座性格特点,否
讲讲红花,是
能讲讲参苓白术散的适应症吗,是
你好，卵巢囊肿中医能治吗。,是
你好，请问，三国时期有哪些著名战役！,否
泻白散的适应症是什么,是
中医怎么看待熬夜,是
请问讲讲夏枯草,是
你好，请问，小户型怎么装修显大。,否
请问，年终奖怎么扣税。,否
决明子和什么搭配效果好,是
请问人参怎么用,是
请问，乌龟怎么养才不臭！,否
补中益气汤怎么用,是
你好，请问求解答茵陈蒿汤的作用,是
5G有必要吗,否
眼袋大是哪里出了问题,是
柴胡有什么功效,是
红烧肉怎么做才好吃。,否
车窗贴膜什么牌子好！,否
《医宗金鉴》是什么时期的书,是
你好，请问，鬼灭之刃讲了什么？,否
公交卡怎么充值。,否
菊花的作用是什么,是
你好，请问，5G有必要吗！,否
介绍一下黄连,是
沙参怎么用,是
请问，拼多多和淘宝哪个好,否
二手车能不能买。,否
你好请问，补虚药分哪几类,是
请问，支付宝被盗刷了怎么办。,否
怎么注销公司。,否
想问下，美白去湿气？,是
请问，什么星座最配,否
请问，公积金贷款能贷多少？,否
你好，请问，小规模纳税人税率多少？,否
活血调经吃什么中药,是
牙痛吃什么中药,是
知乎怎么达到高赞。,否
狗狗绝育的好处和坏处,否
你好，请问，征信花了怎么修复？,否
独活寄生汤怎么用,是
清热药分几种，谢谢,是
想问下越鞠丸的功效是什么,是
想问下，什么是涌吐药,是
问一下薄荷的功效,是
请问，iPad有必要买蜂窝版吗。,否
你好，留学申请要准备什么材料,否
什么人不能吃薄荷,是
你好，请问，iPad有必要买蜂窝版吗。,否
最近有什么好看的电影吗,否
你好，请问，乌龟怎么养才不臭。,否
茯苓是什么药,是
请问白芍适合什么人吃,是
你好，请问，怎么注销公司！,否
指甲有竖纹是什么信号~,是
养生先养心是什么意思。,是
奶茶推荐？,否
请问，喜剧电影推荐？,否
怎么投诉快递,否
请问，带孩子去哪旅游合适！,否
请问，做手术前后能吃中药吗,是
请问，元素周期表有多少个元素！,否
Hi，安神助眠茶配方,是
麦门冬汤由哪些药组成,是
你好，请问，动画电影推荐。,否
请问，鬼灭之刃讲了什么！,否
介绍一下女贞子,是
介绍一下黄芪,是
装修预算怎么分配。,否
每天喝多少水最合适，谢谢,否
甘草有什么功效,是
请问，手指月牙少说明什么，谢谢,是
讲讲芡实,是
请问，借呗和花呗有什么区别,否
生吃蔬菜更有营养吗,否
问一下人参的功效,是
想问下桂枝汤怎么用,是
请问苏子降气汤的功效,是
祛风除湿的药材。,是
请问，下午茶哪里好,否
你好，请问，可以反复看的电影。,否
降压药和中药能一起吃吗,是
请问，推拿能治颈椎病吗,是
请问定喘汤由哪些药组成,是
请问五苓散的作用,是
你好，请问，机油多久换一次！,否
请问，酸味药能收敛吗,是
你好，请问，公积金贷款能贷多少！,否
天王补心丹由哪些药组成,是
能讲讲六味地黄丸的功效吗,是
茯苓适合什么人吃,是
iPhone和安卓怎么选！,否
桂枝茯苓丸由哪些药组成,是
石斛的作用是什么,是
干姜有副作用吗,是
请问，恐怖片推荐。,否
请问，带孩子去哪旅游合适,否
你好，请问，养猫好还是养狗好？,否
请问，豆瓣评分最高的电影。,否
请问，自助餐推荐,否
动画电影推荐,否
请问，拼多多和淘宝哪个好？,否
大黄和什么搭配效果好,是
想问下苏合香丸的功效是什么,是
流鼻涕吃什么药,是
你好，请问，公众号怎么注册！,否
你好请问，内分泌失调中医怎么调理,是
五味子的药用价值,是
你好，请问，信号不好怎么解决！,否
你好，请问，失业金怎么领取。,否
速冻水饺什么牌子好吃？,否
介绍一下止嗽散,是
你好，请问，龙猫好养吗。,否
川贝母有什么功效,是
请问，勾股定理的证明方法。,否
请问，毛坯房验房注意事项,否
请问，机油多久换一次？,否
请问，支付宝被盗刷了怎么办！,否
温胆汤它的主治是啥,是
甘味药的作用,是
想问下桑菊饮的适应症是什么,是
你好请问，钓鱼有什么技巧,否
你好，请问，太阳系有几大行星？,否
夏枯草有什么功效,是
问一下石斛的功效,是
黄芪和什么搭配效果好,是
人参的药用价值,是
你好，请问，海贼王完结了吗？,否
安宫牛黄丸它的用途是啥,是
艾灸的作用和好处,是
请问，出生证明怎么办理。,否
你好请问，头发早白是肾虚吗,是
当归和什么搭配效果好,是
莲子的药用价值,是
请问，机油多久换一次！,否
冬季怎么补肾,是
丁香柿蒂汤它的作用是啥,是
淫羊藿有什么功效,是
你好，请问，怎么抢到演唱会的票！,否
定期寿险和终身寿险的区别,否
白术有什么功效,是
请问白芍怎么用,是
红花的作用是什么,是
请问，清朝闭关锁国的影响！,否
淫羊藿是什么药,是
讲讲何首乌,是
你好，请问，618和双十一哪个更划算,否
你好，请问，附近有什么好吃的。,否
什么是清热燥湿~,是
什么是宽基指数，谢谢,否
请问，iPhone和安卓怎么选,否
介绍一下淫羊藿,是
能讲讲温胆汤的主治吗,是
讲讲百合,是
酸枣仁汤它的主治是啥,是
问一下菟丝子的功效,是
改革开放是哪一年开始的！,否
上火喝什么茶！,是
请问，宫崎骏最经典的电影。,否
三七泡水喝有什么好处,是
狗狗绝育的好处和坏处！,否
什么是穴位,是
你好，请问龙胆泻肝汤主要治什么,是
想问下，血压正常范围是多少,否
酸枣仁是什么药,是
你好，请问，网上银行安全吗。,否
信号不好怎么解决！,否
丁香柿蒂汤由哪些药组成,是
Hi，衣服上的油渍怎么洗,否
请问，垃圾分类怎么分。,否
上火喝什么茶，谢谢,是
想问下，牛排怎么煎,否
你好，请问，文艺复兴是什么时候？,否
你好，请问，物业费包含什么？,否
你好，请问，工伤认定需要什么材料。,否
十全大补汤主要治什么,是
请问，为什么天空是蓝色的！,否
怎么挑选西瓜,否
请问，哪家火锅好吃。,否
请问，5G有必要吗！,否
请问，小规模纳税人税率多少,否
公摊面积怎么算,否
火车票退票手续费。,否
芡实是什么药,是
收涩药怎么用,是
你好，请问，物业费包含什么。,否
桂枝汤怎么用,是
请问白虎汤的组成,是
你好，请问，悬疑剧推荐！,否
洗衣机不排水怎么修,否
你好，请问，防诈骗口诀是什么。,否
五苓散它的作用是啥,是
请问山茱萸和什么搭配效果好,是
你好，请问，征信花了怎么修复。,否
请问，公积金贷款能贷多少！,否
定喘汤主要治什么,是
租房合同要注意什么？,否
请问，医保报销比例是多少！,否
你好请问，第一份工作重要吗,否
头晕吃什么中药,是
你好，请问，正当防卫的界限是什么？,否
旋覆代赭汤有什么功效,是
介绍一下板蓝根,是
你好，请问，奶茶推荐。,否
个体户怎么报税！,否
请问，劳动仲裁怎么申请,否
你好，请问，什么是五险一金,否
你好，请问，二手房过户流程。,否
大黄的药用价值,是
三国时期有哪些著名战役,否
打新股一定能赚钱吗,否
什么食物可以美白皮肤,否
六味地黄丸有什么功效,是
开窍药有哪些,是
苏合香丸由哪些药组成,是
请问，秦始皇统一六国的顺序！,否
网络教育学历有用吗。,否
你好，KTV必点歌曲,否
自助餐推荐！,否
方便面哪个味道好吃,否
你好，请问，咒术回战好看吗。,否
请问，贷款需要什么条件。,否
甘草和什么搭配效果好,是
生脉散由哪些药组成,是
你好，请问，今年有什么好看的国产剧。,否
你家在哪里，谢谢,否
请问，龙猫好养吗,否
阿胶有什么功效,是
藿香正气散主要治什么,是
保和丸有什么作用,是
介绍一下薄荷,是
苏子降气汤怎么用,是
张家界和黄山哪个好玩,否
请问，公摊面积怎么算？,否
请问，护照过期了怎么换！,否
请问，去三亚玩几天合适。,否
《本草纲目拾遗》补充了什么,是
请问，手机电池不耐用怎么办！,否
越鞠丸有什么功效,是
成都重庆哪个更好玩？,否
请问，个体户怎么报税,否
介绍一下导赤散,是
怎么计算个人所得税,否
你好，请问，兔子能当宠物吗！,否
请问防己黄芪汤的功效,是
请问，SUV和轿车哪个更实用？,否
求解答理中丸的用途,是
Hi，你能做什么,否
茯苓的功效与作用,是
请问，怎么考摩托车驾照,否
天王补心丹怎么用,是
你好，请问，仓鼠怎么养？,否
实脾散由哪些药组成,是
天冬是什么药,是
